whatsapp_event_id,rows,account_id_unique,borrower_id_unique,event_at_unique,message_id_unique,event_type_unique,template_code_unique,provider_id_unique,difference_count,exact_duplicate
WHATSAPP_EVENT0015702,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0015729,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0015952,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0015963,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0015998,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0016027,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0016047,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0016221,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0016589,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0016622,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0016672,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0016778,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0016789,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0016920,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0016926,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0017638,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0017688,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0017910,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0018044,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0018123,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0018128,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0018155,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0018164,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0018270,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0018296,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0018388,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0018393,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0018457,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0018463,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0018539,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0018927,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0019003,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0019011,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0019075,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0019217,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0019388,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0019455,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0019459,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0019482,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0019695,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0019786,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0019809,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0020013,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0020055,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0020185,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0020254,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0020297,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0020776,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0020830,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0020884,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0020977,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0020999,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0021002,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0021023,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0021074,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0021304,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0021442,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0021681,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0021867,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0021932,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0021949,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0021987,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0022084,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0022085,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0022119,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0022279,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0022550,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0023048,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0023303,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0023495,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0023860,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0023920,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0024035,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0024042,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0024146,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0024153,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0024203,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0024281,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0024307,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0024397,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0024605,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0024675,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0024736,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0024752,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0024797,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0024897,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0025195,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0025423,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0025574,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0025620,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0025637,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0025743,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0025757,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0025774,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0025880,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0025888,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0025893,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0025939,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0026216,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0026333,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0026386,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0026431,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0026555,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0026560,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0026819,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0026862,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0026999,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0027074,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0027234,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0027248,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0027334,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0027454,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0027769,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0027862,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0027978,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0027991,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0028075,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0028344,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0028390,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0028593,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0028619,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0028647,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0028817,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0028993,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0029032,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0029034,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0029082,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0029137,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0029165,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0029179,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0029186,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0029224,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0029372,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0029603,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0029703,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0029728,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0029735,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0029837,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0029875,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0030026,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0030226,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0030276,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0030699,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0030705,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0030722,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0030761,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0030873,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0030918,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0031126,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0031218,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0031250,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0031328,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0031624,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0031637,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0031642,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0031730,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0031878,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0031904,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0031920,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0032154,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0032207,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0032232,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0032507,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0032524,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0032542,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0032606,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0032679,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0032725,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0032818,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0032829,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0032854,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0033029,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0033174,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0033194,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0033221,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0033256,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0033279,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0033594,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0033601,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0033644,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0033735,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0033835,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0033840,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0033939,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0034007,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0034014,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0034075,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0034262,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0034327,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0034391,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0034660,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0034691,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0034696,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0034877,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0034884,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0035117,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0035200,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0035363,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0035366,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0035634,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0035649,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0035652,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0035962,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0036153,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0036208,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0036365,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0036391,2,1,1,1,1,1,1,1,0,True
WHATSAPP_EVENT0036417,2,1,1,1,1,1,1,1,0,True
