call_id,rows,account_id_unique,borrower_id_unique,event_at_unique,agent_id_unique,campaign_id_unique,direction_unique,vendor_id_unique,call_status_unique,duration_sec_unique,timezone_unique,difference_count,exact_duplicate
CALL0003182,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0003226,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0003293,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0003384,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0003492,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0003500,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0003678,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0003690,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0003707,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0003737,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0003775,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0003824,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0003846,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0003847,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0003896,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0003993,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0004103,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0004135,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0004165,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0004209,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0004229,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0004328,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0004571,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0004619,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0004624,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0004745,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0004779,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0004928,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0005030,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0005035,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0005050,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0005099,2,1,1,2,1,1,1,1,1,1,1,1,False
CALL0005112,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0005233,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0005355,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0005371,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0005409,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0005538,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0005545,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0005563,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0005619,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0005660,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0005788,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0006044,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0006068,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0006149,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0006368,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0006378,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0006442,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0006467,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0006472,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0006489,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0006543,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0006660,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0006844,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0006989,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0007157,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0007186,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0007215,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0007249,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0007275,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0007403,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0007410,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0007459,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0007475,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0007587,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0007739,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0007875,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0007990,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0008047,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0008102,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0008136,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0008264,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0008332,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0008344,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0008417,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0008483,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0008544,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0008545,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0008574,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0008618,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0008648,2,1,1,2,1,1,1,1,1,1,1,1,False
CALL0008658,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0008679,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0008714,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0008830,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0008846,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0008880,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0008896,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0008942,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0008985,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0008995,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0008997,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0009031,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0009157,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0009223,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0009408,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0009471,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0009496,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0009505,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0009577,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0009638,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0009665,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0009667,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0009767,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0009793,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0009998,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0010102,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0010107,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0010111,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0010142,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0010203,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0010360,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0010586,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0010728,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0010747,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0010773,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0010778,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0011061,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0011064,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0011221,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0011303,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0011319,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0011546,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0011561,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0011715,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0011756,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0011775,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0012080,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0012088,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0012172,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0012204,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0012441,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0012471,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0012523,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0012664,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0012687,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0012759,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0012764,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0012860,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0012933,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0012944,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0012969,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0012980,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0013042,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0013067,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0013075,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0013080,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0013124,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0013192,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0013210,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0013260,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0013422,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0013470,2,1,1,2,1,1,1,1,1,1,1,1,False
CALL0013500,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0013532,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0013568,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0013628,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0013693,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0014001,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0014035,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0014153,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0014201,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0014264,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0014371,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0014564,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0014917,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0014944,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0014977,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0015021,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0015045,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0015054,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0015071,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0015132,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0015256,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0015333,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0015361,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0015382,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0015406,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0015468,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0015714,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0015718,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0015798,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0015836,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0015839,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0015875,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0015883,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0016078,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0016120,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0016282,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0016340,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0016389,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0016458,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0016481,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0016515,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0016558,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0016627,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0016685,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0016713,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0016738,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0016745,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0016846,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0016871,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0016883,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0016885,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0017039,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0017054,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0017125,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0017146,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0017183,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0017360,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0017418,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0017433,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0017598,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0017753,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0017779,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0017864,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0017866,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0017906,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0017963,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0017971,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0018002,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0018040,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0018093,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0018125,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0018172,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0018221,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0018329,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0018480,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0018535,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0018587,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0018715,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0018859,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0018860,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0018861,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0018957,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0019102,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0019172,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0019283,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0019307,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0019328,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0019399,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0019712,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0019790,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0019891,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0019932,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0020056,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0020060,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0020095,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0020150,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0020153,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0020190,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0020220,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0020386,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0020410,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0020416,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0020438,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0020508,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0020557,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0020751,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0020804,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0020812,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0020852,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0020954,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0020987,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0021099,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0021330,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0021406,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0021518,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0021575,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0021600,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0021603,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0021841,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0021936,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0021949,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0021962,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0021986,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0021998,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0022128,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0022147,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0022211,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0022263,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0022452,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0022498,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0022499,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0022530,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0022592,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0022621,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0022650,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0022876,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0022932,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0022954,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0023016,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0023050,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0023118,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0023119,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0023273,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0023358,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0023432,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0023490,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0023518,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0023576,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0023583,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0023750,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0023944,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0024045,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0024126,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0024173,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0024197,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0024248,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0024254,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0024311,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0024327,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0024353,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0024406,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0024426,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0024468,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0024500,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0024568,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0024571,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0024604,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0024669,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0024956,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0024993,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0025030,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0025072,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0025216,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0025279,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0025321,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0025612,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0025766,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0025790,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0025900,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0025922,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0026049,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0026204,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0026275,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0026439,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0026512,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0026537,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0026541,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0026645,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0026689,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0026807,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0026829,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0026940,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0026967,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0027067,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0027108,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0027187,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0027239,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0027286,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0027417,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0027421,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0027422,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0027425,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0027541,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0027582,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0027677,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0027710,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0027879,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0027952,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0028291,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0028348,2,1,1,1,2,1,1,1,1,1,1,1,False
CALL0028366,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0028460,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0028707,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0028785,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0028795,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0028866,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0028933,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0029008,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0029068,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0029078,2,1,1,1,1,1,1,1,1,1,1,0,True
CALL0029111,2,1,1,1,1,1,1,1,1,1,1,0,True
